"Number of holes, nh","Web-post width, WP (mm)","Web opening diameter, Do (mm)",Ply 1 (ø),Ply 2 (ø),Ply 3 (ø),Ply 4 (ø),Ply 5 (ø),Ply 6 (ø),Ply 7 (ø),Ply 8 (ø),Critical Buckling Load (N),Critical Buckling Load (kN)
5,4.5,45,0,90,-45,45,45,-45,90,0,8226.192381,8.226192381
5,4.5,45,0,90,45,-45,-45,45,90,0,8225.670686,8.225670686
5,4.5,45,45,-45,0,90,90,0,-45,45,13292.37659,13.29237659
5,4.5,45,45,-45,90,0,0,90,-45,45,13156.29078,13.15629078
5,4.5,45,45,0,-45,90,90,-45,0,45,10679.00354,10.67900354
5,4.5,45,45,0,90,-45,-45,90,0,45,9314.073164,9.314073164
5,4.5,45,45,90,-45,0,0,-45,90,45,10609.77013,10.60977013
5,4.5,45,45,90,0,-45,-45,0,90,45,9366.213544,9.366213544
5,4.5,45,90,-45,0,45,45,0,-45,90,8117.596973,8.117596973
5,4.5,45,90,-45,45,0,0,45,-45,90,8866.443091,8.866443091
5,4.5,45,90,0,-45,45,45,-45,0,90,7329.215809,7.329215809
5,4.5,45,90,0,45,-45,-45,45,0,90,7328.822718,7.328822718
5,4.5,45,90,45,-45,0,0,-45,45,90,8865.757173,8.865757173
5,4.5,45,90,45,0,-45,-45,0,45,90,8116.496949,8.116496949
3,3.5,35,0,30,60,90,90,60,30,0,10269.61437,10.26961437
3,3.5,35,0,30,90,60,60,90,30,0,11108.98206,11.10898206
3,3.5,35,0,60,30,90,90,30,60,0,10020.3236,10.0203236
3,3.5,35,0,60,90,30,30,90,60,0,10543.33955,10.54333955
3,3.5,35,0,90,30,60,60,30,90,0,10638.55503,10.63855503
3,3.5,35,0,90,60,30,30,60,90,0,10493.74881,10.49374881
3,3.5,35,30,0,60,90,90,60,0,30,10320.01484,10.32001484
3,3.5,35,30,0,90,60,60,90,0,30,11705.65958,11.70565958
3,3.5,35,30,60,0,90,90,0,60,30,9586.708395,9.586708395
3,3.5,35,30,60,90,0,0,90,60,30,10448.75777,10.44875777
3,3.5,35,30,90,0,60,60,0,90,30,12341.89097,12.34189097
3,3.5,35,30,90,60,0,0,60,90,30,11956.51017,11.95651017
3,3.5,35,60,0,30,90,90,30,0,60,9043.630767,9.043630767
3,3.5,35,60,0,90,30,30,90,0,60,9663.850009,9.663850009
3,3.5,35,60,30,0,90,90,0,30,60,8571.799642,8.571799642
3,3.5,35,60,30,90,0,0,90,30,60,9037.875509,9.037875509
3,3.5,35,60,90,0,30,30,0,90,60,9226.574663,9.226574663
3,3.5,35,60,90,30,0,0,30,90,60,8843.627576,8.843627576
3,3.5,35,90,0,30,60,60,30,0,90,9787.944095,9.787944095
3,3.5,35,90,0,60,30,30,60,0,90,9398.661952,9.398661952
3,3.5,35,90,30,0,60,60,0,30,90,10512.62946,10.51262946
3,3.5,35,90,30,60,0,0,60,30,90,10109.47083,10.10947083
3,3.5,35,90,60,0,30,30,0,60,90,8819.52434,8.81952434
3,3.5,35,90,60,30,0,0,30,60,90,8732.487029,8.732487029
3,3.5,40,0,30,60,90,90,60,30,0,9548.606628,9.548606628
3,3.5,40,0,30,90,60,60,90,30,0,10393.0827,10.3930827
3,3.5,40,0,60,30,90,90,30,60,0,9239.227333,9.239227333
3,3.5,40,0,60,90,30,30,90,60,0,9764.488937,9.764488937
3,3.5,40,0,90,30,60,60,30,90,0,9878.652788,9.878652788
3,3.5,40,0,90,60,30,30,60,90,0,9704.70113,9.70470113
3,3.5,40,30,0,60,90,90,60,0,30,9637.859736,9.637859736
3,3.5,40,30,0,90,60,60,90,0,30,10989.2583,10.9892583
3,3.5,40,30,60,0,90,90,0,60,30,8945.736922,8.945736922
3,3.5,40,30,60,90,0,0,90,60,30,9710.245376,9.710245376
3,3.5,40,30,90,0,60,60,0,90,30,11505.92092,11.50592092
3,3.5,40,30,90,60,0,0,60,90,30,11116.77326,11.11677326
3,3.5,40,60,0,30,90,90,30,0,60,8339.708788,8.339708788
3,3.5,40,60,0,90,30,30,90,0,60,8908.386636,8.908386636
3,3.5,40,60,30,0,90,90,0,30,60,7928.427949,7.928427949
3,3.5,40,60,30,90,0,0,90,30,60,8350.0667,8.3500667
3,3.5,40,60,90,0,30,30,0,90,60,8585.57909,8.58557909
3,3.5,40,60,90,30,0,0,30,90,60,8225.592171,8.225592171
3,3.5,40,90,0,30,60,60,30,0,90,9053.78126,9.05378126
3,3.5,40,90,0,60,30,30,60,0,90,8699.06705,8.69906705
3,3.5,40,90,30,0,60,60,0,30,90,9819.775868,9.819775868
3,3.5,40,90,30,60,0,0,60,30,90,9435.548218,9.435548218
3,3.5,40,90,60,0,30,30,0,60,90,8192.240716,8.192240716
3,3.5,40,90,60,30,0,0,30,60,90,8085.52656,8.08552656
3,3.5,45,0,30,60,90,90,60,30,0,8626.297844,8.626297844
3,3.5,45,0,30,90,60,60,90,30,0,9401.910823,9.401910823
3,3.5,45,0,60,30,90,90,30,60,0,8278.863609,8.278863609
3,3.5,45,0,60,90,30,30,90,60,0,8780.914491,8.780914491
3,3.5,45,0,90,30,60,60,30,90,0,8929.029652,8.929029652
3,3.5,45,0,90,60,30,30,60,90,0,8758.416672,8.758416672
3,3.5,45,30,0,60,90,90,60,0,30,8760.157844,8.760157844
3,3.5,45,30,0,90,60,60,90,0,30,10036.28621,10.03628621
3,3.5,45,30,60,0,90,90,0,60,30,8159.926488,8.159926488
3,3.5,45,30,60,90,0,0,90,60,30,8834.036152,8.834036152
3,3.5,45,30,90,0,60,60,0,90,30,10488.29282,10.48829282
3,3.5,45,30,90,60,0,0,60,90,30,10084.2785,10.0842785
3,3.5,45,60,0,30,90,90,30,0,60,7502.596212,7.502596212
3,3.5,45,60,0,90,30,30,90,0,60,8027.33281,8.02733281
3,3.5,45,60,30,0,90,90,0,30,60,7180.169535,7.180169535
3,3.5,45,60,30,90,0,0,90,30,60,7521.919077,7.521919077
3,3.5,45,60,90,0,30,30,0,90,60,7734.905687,7.734905687
3,3.5,45,60,90,30,0,0,30,90,60,7452.300204,7.452300204
3,3.5,45,90,0,30,60,60,30,0,90,8153.026082,8.153026082
3,3.5,45,90,0,60,30,30,60,0,90,7826.912556,7.826912556
3,3.5,45,90,30,0,60,60,0,30,90,8898.174442,8.898174442
3,3.5,45,90,30,60,0,0,60,30,90,8556.08944,8.55608944
3,3.5,45,90,60,0,30,30,0,60,90,7394.743539,7.394743539
3,3.5,45,90,60,30,0,0,30,60,90,7317.588875,7.317588875
3,4,35,0,30,60,90,90,60,30,0,10263.65202,10.26365202
3,4,35,0,30,90,60,60,90,30,0,11094.1376,11.0941376
3,4,35,0,60,30,90,90,30,60,0,10021.54342,10.02154342
3,4,35,0,60,90,30,30,90,60,0,10530.01468,10.53001468
3,4,35,0,90,30,60,60,30,90,0,10623.58965,10.62358965
3,4,35,0,90,60,30,30,60,90,0,10479.90007,10.47990007
3,4,35,30,0,60,90,90,60,0,30,10308.22633,10.30822633
3,4,35,30,0,90,60,60,90,0,30,11684.49519,11.68449519
3,4,35,30,60,0,90,90,0,60,30,9569.960672,9.569960672
3,4,35,30,60,90,0,0,90,60,30,10424.66782,10.42466782
3,4,35,30,90,0,60,60,0,90,30,12322.27744,12.32227744
3,4,35,30,90,60,0,0,60,90,30,11944.40673,11.94440673
3,4,35,60,0,30,90,90,30,0,60,9034.17847,9.03417847
3,4,35,60,0,90,30,30,90,0,60,9656.402923,9.656402923
3,4,35,60,30,0,90,90,0,30,60,8562.189426,8.562189426
3,4,35,60,30,90,0,0,90,30,60,9026.233208,9.026233208
3,4,35,60,90,0,30,30,0,90,60,9232.865781,9.232865781
3,4,35,60,90,30,0,0,30,90,60,8832.073481,8.832073481
3,4,35,90,0,30,60,60,30,0,90,9805.681455,9.805681455
3,4,35,90,0,60,30,30,60,0,90,9417.915765,9.417915765
3,4,35,90,30,0,60,60,0,30,90,10524.60554,10.52460554
3,4,35,90,30,60,0,0,60,30,90,10107.97592,10.10797592
3,4,35,90,60,0,30,30,0,60,90,8826.306887,8.826306887
3,4,35,90,60,30,0,0,30,60,90,8717.542129,8.717542129
3,4,40,0,30,60,90,90,60,30,0,9548.098577,9.548098577
3,4,40,0,30,90,60,60,90,30,0,10385.08051,10.38508051
3,4,40,0,60,30,90,90,30,60,0,9255.179743,9.255179743
3,4,40,0,60,90,30,30,90,60,0,9761.693187,9.761693187
3,4,40,0,90,30,60,60,30,90,0,9869.016577,9.869016577
3,4,40,0,90,60,30,30,60,90,0,9695.463812,9.695463812
3,4,40,30,0,60,90,90,60,0,30,9628.109913,9.628109913
3,4,40,30,0,90,60,60,90,0,30,10966.56284,10.96656284
3,4,40,30,60,0,90,90,0,60,30,8928.416375,8.928416375
3,4,40,30,60,90,0,0,90,60,30,9680.449285,9.680449285
3,4,40,30,90,0,60,60,0,90,30,11478.95818,11.47895818
3,4,40,30,90,60,0,0,60,90,30,11085.07955,11.08507955
3,4,40,60,0,30,90,90,30,0,60,8334.653768,8.334653768
3,4,40,60,0,90,30,30,90,0,60,8898.45969,8.89845969
3,4,40,60,30,0,90,90,0,30,60,7915.895167,7.915895167
3,4,40,60,30,90,0,0,90,30,60,8324.636028,8.324636028
3,4,40,60,90,0,30,30,0,90,60,8572.694895,8.572694895
3,4,40,60,90,30,0,0,30,90,60,8202.586435,8.202586435
3,4,40,90,0,30,60,60,30,0,90,9065.982376,9.065982376
3,4,40,90,0,60,30,30,60,0,90,8713.474657,8.713474657
3,4,40,90,30,0,60,60,0,30,90,9823.5997,9.8235997
3,4,40,90,30,60,0,0,60,30,90,9419.173384,9.419173384
3,4,40,90,60,0,30,30,0,60,90,8183.191401,8.183191401
3,4,40,90,60,30,0,0,30,60,90,8061.77459,8.06177459
3,4,45,0,30,60,90,90,60,30,0,8640.168699,8.640168699
3,4,45,0,30,90,60,60,90,30,0,9416.814879,9.416814879
3,4,45,0,60,30,90,90,30,60,0,8315.126918,8.315126918
3,4,45,0,60,90,30,30,90,60,0,8809.287538,8.809287538
3,4,45,0,90,30,60,60,30,90,0,8947.22002,8.94722002
3,4,45,0,90,60,30,30,60,90,0,8770.874203,8.770874203
3,4,45,30,0,60,90,90,60,0,30,8763.725439,8.763725439
3,4,45,30,0,90,60,60,90,0,30,10029.89346,10.02989346
3,4,45,30,60,0,90,90,0,60,30,8155.905971,8.155905971
3,4,45,30,60,90,0,0,90,60,30,8808.588765,8.808588765
3,4,45,30,90,0,60,60,0,90,30,10460.87256,10.46087256
3,4,45,30,90,60,0,0,60,90,30,10053.60286,10.05360286
3,4,45,60,0,30,90,90,30,0,60,7521.24655,7.52124655
3,4,45,60,0,90,30,30,90,0,60,8029.504783,8.029504783
3,4,45,60,30,0,90,90,0,30,60,7176.840466,7.176840466
3,4,45,60,30,90,0,0,90,30,60,7498.209394,7.498209394
3,4,45,60,90,0,30,30,0,90,60,7715.956523,7.715956523
3,4,45,60,90,30,0,0,30,90,60,7428.740798,7.428740798
3,4,45,90,0,30,60,60,30,0,90,8158.258455,8.158258455
3,4,45,90,0,60,30,30,60,0,90,7831.223673,7.831223673
3,4,45,90,30,0,60,60,0,30,90,8882.775011,8.882775011
3,4,45,90,30,60,0,0,60,30,90,8531.465679,8.531465679
3,4,45,90,60,0,30,30,0,60,90,7378.87914,7.37887914
3,4,45,90,60,30,0,0,30,60,90,7294.683517,7.294683517
3,4.5,35,0,30,60,90,90,60,30,0,10258.14281,10.25814281
3,4.5,35,0,30,90,60,60,90,30,0,11080.20233,11.08020233
3,4.5,35,0,60,30,90,90,30,60,0,10021.08725,10.02108725
3,4.5,35,0,60,90,30,30,90,60,0,10517.55242,10.51755242
3,4.5,35,0,90,30,60,60,30,90,0,10610.18189,10.61018189
3,4.5,35,0,90,60,30,30,60,90,0,10467.97388,10.46797388
3,4.5,35,30,0,60,90,90,60,0,30,10297.25011,10.29725011
3,4.5,35,30,0,90,60,60,90,0,30,11665.05879,11.66505879
3,4.5,35,30,60,0,90,90,0,60,30,9554.963615,9.554963615
3,4.5,35,30,60,90,0,0,90,60,30,10402.00551,10.40200551
3,4.5,35,30,90,0,60,60,0,90,30,12303.37281,12.30337281
3,4.5,35,30,90,60,0,0,60,90,30,11922.18599,11.92218599
3,4.5,35,60,0,30,90,90,30,0,60,9026.767668,9.026767668
3,4.5,35,60,0,90,30,30,90,0,60,9651.185552,9.651185552
3,4.5,35,60,30,0,90,90,0,30,60,8553.99344,8.55399344
3,4.5,35,60,30,90,0,0,90,30,60,9013.18907,9.01318907
3,4.5,35,60,90,0,30,30,0,90,60,9238.50802,9.23850802
3,4.5,35,60,90,30,0,0,30,90,60,8820.524491,8.820524491
3,4.5,35,90,0,30,60,60,30,0,90,9819.43873,9.81943873
3,4.5,35,90,0,60,30,30,60,0,90,9435.551248,9.435551248
3,4.5,35,90,30,0,60,60,0,30,90,10535.51344,10.53551344
3,4.5,35,90,30,60,0,0,60,30,90,10107.02645,10.10702645
3,4.5,35,90,60,0,30,30,0,60,90,8833.061482,8.833061482
3,4.5,35,90,60,30,0,0,30,60,90,8703.464999,8.703464999
3,4.5,40,0,30,60,90,90,60,30,0,9547.039035,9.547039035
3,4.5,40,0,30,90,60,60,90,30,0,10377.80899,10.37780899
3,4.5,40,0,60,30,90,90,30,60,0,9266.23647,9.26623647
3,4.5,40,0,60,90,30,30,90,60,0,9757.489874,9.757489874
3,4.5,40,0,90,30,60,60,30,90,0,9859.676271,9.859676271
3,4.5,40,0,90,60,30,30,60,90,0,9686.622479,9.686622479
3,4.5,40,30,0,60,90,90,60,0,30,9618.859563,9.618859563
3,4.5,40,30,0,90,60,60,90,0,30,10946.95356,10.94695356
3,4.5,40,30,60,0,90,90,0,60,30,8913.68438,8.91368438
3,4.5,40,30,60,90,0,0,90,60,30,9652.138298,9.652138298
3,4.5,40,30,90,0,60,60,0,90,30,11450.80473,11.45080473
3,4.5,40,30,90,60,0,0,60,90,30,11051.86427,11.05186427
3,4.5,40,60,0,30,90,90,30,0,60,8330.977536,8.330977536
3,4.5,40,60,0,90,30,30,90,0,60,8891.555609,8.891555609
3,4.5,40,60,30,0,90,90,0,30,60,7906.33504,7.90633504
3,4.5,40,60,30,90,0,0,90,30,60,8300.34452,8.30034452
3,4.5,40,60,90,0,30,30,0,90,60,8559.424977,8.559424977
3,4.5,40,60,90,30,0,0,30,90,60,8181.812704,8.181812704
3,4.5,40,90,0,30,60,60,30,0,90,9071.647898,9.071647898
3,4.5,40,90,0,60,30,30,60,0,90,8721.240636,8.721240636
3,4.5,40,90,30,0,60,60,0,30,90,9819.53994,9.81953994
3,4.5,40,90,30,60,0,0,60,30,90,9401.070097,9.401070097
3,4.5,40,90,60,0,30,30,0,60,90,8171.845794,8.171845794
3,4.5,40,90,60,30,0,0,30,60,90,8039.82172,8.03982172
3,4.5,45,0,30,60,90,90,60,30,0,8654.500955,8.654500955
3,4.5,45,0,30,90,60,60,90,30,0,9429.926068,9.429926068
3,4.5,45,0,60,30,90,90,30,60,0,8351.351088,8.351351088
3,4.5,45,0,60,90,30,30,90,60,0,8833.699983,8.833699983
3,4.5,45,0,90,30,60,60,30,90,0,8957.646,8.957646
3,4.5,45,0,90,60,30,30,60,90,0,8777.712903,8.777712903
3,4.5,45,30,0,60,90,90,60,0,30,8767.655188,8.767655188
3,4.5,45,30,0,90,60,60,90,0,30,10022.9259,10.0229259
3,4.5,45,30,60,0,90,90,0,60,30,8151.234945,8.151234945
3,4.5,45,30,60,90,0,0,90,60,30,8783.477072,8.783477072
3,4.5,45,30,90,0,60,60,0,90,30,10433.38317,10.43338317
3,4.5,45,30,90,60,0,0,60,90,30,10022.90236,10.02290236
3,4.5,45,60,0,30,90,90,30,0,60,7536.565054,7.536565054
3,4.5,45,60,0,90,30,30,90,0,60,8030.311348,8.030311348
3,4.5,45,60,30,0,90,90,0,30,60,7172.025596,7.172025596
3,4.5,45,60,30,90,0,0,90,30,60,7474.189612,7.474189612
3,4.5,45,60,90,0,30,30,0,90,60,7695.24244,7.69524244
3,4.5,45,60,90,30,0,0,30,90,60,7405.213861,7.405213861
3,4.5,45,90,0,30,60,60,30,0,90,8160.129586,8.160129586
3,4.5,45,90,0,60,30,30,60,0,90,7831.444048,7.831444048
3,4.5,45,90,30,0,60,60,0,30,90,8865.424912,8.865424912
3,4.5,45,90,30,60,0,0,60,30,90,8507.054464,8.507054464
3,4.5,45,90,60,0,30,30,0,60,90,7361.495592,7.361495592
3,4.5,45,90,60,30,0,0,30,60,90,7272.79229,7.27279229
4,3.5,35,0,30,60,90,90,60,30,0,9363.304691,9.363304691
4,3.5,35,0,30,90,60,60,90,30,0,10242.51158,10.24251158
4,3.5,35,0,60,30,90,90,30,60,0,9050.14952,9.05014952
4,3.5,35,0,60,90,30,30,90,60,0,9605.303881,9.605303881
4,3.5,35,0,90,30,60,60,30,90,0,9673.013132,9.673013132
4,3.5,35,0,90,60,30,30,60,90,0,9474.661034,9.474661034
4,3.5,35,30,0,60,90,90,60,0,30,9561.384653,9.561384653
4,3.5,35,30,0,90,60,60,90,0,30,10961.53575,10.96153575
4,3.5,35,30,60,0,90,90,0,60,30,8986.989422,8.986989422
4,3.5,35,30,60,90,0,0,90,60,30,9706.903043,9.706903043
4,3.5,35,30,90,0,60,60,0,90,30,11383.52807,11.38352807
4,3.5,35,30,90,60,0,0,60,90,30,10977.43368,10.97743368
4,3.5,35,60,0,30,90,90,30,0,60,8269.513554,8.269513554
4,3.5,35,60,0,90,30,30,90,0,60,8796.181826,8.796181826
4,3.5,35,60,30,0,90,90,0,30,60,7927.978335,7.927978335
4,3.5,35,60,30,90,0,0,90,30,60,8279.83129,8.27983129
4,3.5,35,60,90,0,30,30,0,90,60,8493.231427,8.493231427
4,3.5,35,60,90,30,0,0,30,90,60,8221.577492,8.221577492
4,3.5,35,90,0,30,60,60,30,0,90,8840.18065,8.84018065
4,3.5,35,90,0,60,30,30,60,0,90,8505.368734,8.505368734
4,3.5,35,90,30,0,60,60,0,30,90,9669.935201,9.669935201
4,3.5,35,90,30,60,0,0,60,30,90,9409.369695,9.409369695
4,3.5,35,90,60,0,30,30,0,60,90,8197.455977,8.197455977
4,3.5,35,90,60,30,0,0,30,60,90,8173.316066,8.173316066
4,3.5,40,0,30,60,90,90,60,30,0,8733.774796,8.733774796
4,3.5,40,0,30,90,60,60,90,30,0,9548.44155,9.54844155
4,3.5,40,0,60,30,90,90,30,60,0,8403.467651,8.403467651
4,3.5,40,0,60,90,30,30,90,60,0,8944.943175,8.944943175
4,3.5,40,0,90,30,60,60,30,90,0,9055.225342,9.055225342
4,3.5,40,0,90,60,30,30,60,90,0,8863.134416,8.863134416
4,3.5,40,30,0,60,90,90,60,0,30,8960.762158,8.960762158
4,3.5,40,30,0,90,60,60,90,0,30,10297.40199,10.29740199
4,3.5,40,30,60,0,90,90,0,60,30,8445.797911,8.445797911
4,3.5,40,30,60,90,0,0,90,60,30,9187.609267,9.187609267
4,3.5,40,30,90,0,60,60,0,90,30,10742.75956,10.74275956
4,3.5,40,30,90,60,0,0,60,90,30,10346.78766,10.34678766
4,3.5,40,60,0,30,90,90,30,0,60,7716.048287,7.716048287
4,3.5,40,60,0,90,30,30,90,0,60,8236.906566,8.236906566
4,3.5,40,60,30,0,90,90,0,30,60,7451.207716,7.451207716
4,3.5,40,60,30,90,0,0,90,30,60,7790.632767,7.790632767
4,3.5,40,60,90,0,30,30,0,90,60,7907.542381,7.907542381
4,3.5,40,60,90,30,0,0,30,90,60,7632.017115,7.632017115
4,3.5,40,90,0,30,60,60,30,0,90,8231.341377,8.231341377
4,3.5,40,90,0,60,30,30,60,0,90,7911.014597,7.911014597
4,3.5,40,90,30,0,60,60,0,30,90,9029.577128,9.029577128
4,3.5,40,90,30,60,0,0,60,30,90,8752.930077,8.752930077
4,3.5,40,90,60,0,30,30,0,60,90,7589.341757,7.589341757
4,3.5,40,90,60,30,0,0,30,60,90,7569.514802,7.569514802
4,3.5,45,0,30,60,90,90,60,30,0,7941.280992,7.941280992
4,3.5,45,0,30,90,60,60,90,30,0,8654.02252,8.65402252
4,3.5,45,0,60,30,90,90,30,60,0,7607.406917,7.607406917
4,3.5,45,0,60,90,30,30,90,60,0,8095.179604,8.095179604
4,3.5,45,0,90,30,60,60,30,90,0,8216.019645,8.216019645
4,3.5,45,0,90,60,30,30,60,90,0,8052.323339,8.052323339
4,3.5,45,30,0,60,90,90,60,0,30,8181.336675,8.181336675
4,3.5,45,30,0,90,60,60,90,0,30,9387.78515,9.38778515
4,3.5,45,30,60,0,90,90,0,60,30,7705.946953,7.705946953
4,3.5,45,30,60,90,0,0,90,60,30,8470.344563,8.470344563
4,3.5,45,30,90,0,60,60,0,90,30,9864.867794,9.864867794
4,3.5,45,30,90,60,0,0,60,90,30,9544.295945,9.544295945
4,3.5,45,60,0,30,90,90,30,0,60,6994.816589,6.994816589
4,3.5,45,60,0,90,30,30,90,0,60,7500.345179,7.500345179
4,3.5,45,60,30,0,90,90,0,30,60,6797.272181,6.797272181
4,3.5,45,60,30,90,0,0,90,30,60,7190.866195,7.190866195
4,3.5,45,60,90,0,30,30,0,90,60,7210.122593,7.210122593
4,3.5,45,60,90,30,0,0,30,90,60,6930.266689,6.930266689
4,3.5,45,90,0,30,60,60,30,0,90,7475.301126,7.475301126
4,3.5,45,90,0,60,30,30,60,0,90,7186.184123,7.186184123
4,3.5,45,90,30,0,60,60,0,30,90,8231.283482,8.231283482
4,3.5,45,90,30,60,0,0,60,30,90,7936.697332,7.936697332
4,3.5,45,90,60,0,30,30,0,60,90,6839.210455,6.839210455
4,3.5,45,90,60,30,0,0,30,60,90,6804.791929,6.804791929
4,4,35,0,30,60,90,90,60,30,0,9377.657745,9.377657745
4,4,35,0,30,90,60,60,90,30,0,10258.01194,10.25801194
4,4,35,0,60,30,90,90,30,60,0,9083.668271,9.083668271
4,4,35,0,60,90,30,30,90,60,0,9628.155622,9.628155622
4,4,35,0,90,30,60,60,30,90,0,9685.680504,9.685680504
4,4,35,0,90,60,30,30,60,90,0,9489.533652,9.489533652
4,4,35,30,0,60,90,90,60,0,30,9566.561935,9.566561935
4,4,35,30,0,90,60,60,90,0,30,10959.0915,10.9590915
4,4,35,30,60,0,90,90,0,60,30,8987.030333,8.987030333
4,4,35,30,60,90,0,0,90,60,30,9697.564679,9.697564679
4,4,35,30,90,0,60,60,0,90,30,11373.40466,11.37340466
4,4,35,30,90,60,0,0,60,90,30,10960.8497,10.9608497
4,4,35,60,0,30,90,90,30,0,60,8288.358219,8.288358219
4,4,35,60,0,90,30,30,90,0,60,8812.105006,8.812105006
4,4,35,60,30,0,90,90,0,30,60,7936.330041,7.936330041
4,4,35,60,30,90,0,0,90,30,60,8271.953299,8.271953299
4,4,35,60,90,0,30,30,0,90,60,8484.702001,8.484702001
4,4,35,60,90,30,0,0,30,90,60,8200.258876,8.200258876
4,4,35,90,0,30,60,60,30,0,90,8855.969641,8.855969641
4,4,35,90,0,60,30,30,60,0,90,8519.380014,8.519380014
4,4,35,90,30,0,60,60,0,30,90,9668.244183,9.668244183
4,4,35,90,30,60,0,0,60,30,90,9394.225112,9.394225112
4,4,35,90,60,0,30,30,0,60,90,8189.019843,8.189019843
4,4,35,90,60,30,0,0,30,60,90,8153.838156,8.153838156
4,4,40,0,30,60,90,90,60,30,0,8755.928056,8.755928056
4,4,40,0,30,90,60,60,90,30,0,9576.014876,9.576014876
4,4,40,0,60,30,90,90,30,60,0,8444.699559,8.444699559
4,4,40,0,60,90,30,30,90,60,0,8981.456149,8.981456149
